Timestamp,What is your background in philosophy,Where in the world did most of your childhood education and upbringing take place? ,I have thoughts,I can see red,I can smell coffee,There is something it is like to see red,There is a property of what it is like to see red,There are phenomenal properties,Consciousness exists,I know what Consciousness is,Consciousness cannot be explained by Science,Consciousness can be explained by Philosophy,It is possible for a Computer to have Consciousness,Consciousness is private (someone else could not know my consciousness) ,I can imagine myself as a bat,I can know what it's like to be a bat,The smell of coffee is a private phenomenal property,I have qualia,It is possible for everything about my body and brain to be the same and for me not to have a mind,I have an intuition that Consciousness exists,There is something in common to all of my sensory experiences,Whether or not I am seeing red is a fact,There is something in common to all of my red experiences,I would describe my views on mind as
11/11/2024 14:11:42,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Slightly disagree,Strongly Disagree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure
11/11/2024 14:17:38,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly Disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure
11/11/2024 14:18:16,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,"Functionalist/Illusionist. Not materialist because I think the mind is an abstract functional structure (think software), not a concrete, material thing (hardware)."
11/11/2024 14:23:53,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Slightly disagree,Unsure: I understand the question,Slightly disagree,Slightly disagree,Unsure: I understand the question,Strongly agree,Slightly disagree,Strongly Disagree,Slightly disagree,Slightly Disagree,Strongly Disagree,Slightly agree,Slightly agree,Slightly agree,Unsure: I understand the question,Unsure
11/11/2024 14:26:36,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Slightly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Slightly disagree,Unsure: I understand the question,Slightly disagree,Slightly agree,Slightly disagree,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Slightly agree,Unsure: I understand the question,Slightly agree,Slightly agree,Materialist
11/11/2024 14:26:58,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Dualist
11/11/2024 14:31:02,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Slightly disagree,Strongly agree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Slightly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,mostly attention schema theory - illusionist/materialist
11/11/2024 14:32:16,No background,Asia,Strongly agree,Slightly agree,Strongly agree,Unsure: I do not understand the question,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Unsure: I understand the question,Slightly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Unsure
11/11/2024 14:33:58,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Strongly Disagree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Default setting
11/11/2024 14:34:00,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Theistic
11/11/2024 14:36:27,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure
11/11/2024 14:37:02,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure
11/11/2024 14:38:37,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Dualist
11/11/2024 14:41:30,No background,"Western World (North America, EU, AUS/NZ)",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Strongly Disagree,Slightly agree,Monist
11/11/2024 14:48:52,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Materialist
11/11/2024 14:51:05,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Unsure: I understand the question,Slightly agree,Unsure: I do not understand the question or think it is confused,Materialist
11/11/2024 14:51:51,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Physicalist
11/11/2024 14:52:06,I am an academic full-time philosopher,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly disagree,Unsure: I understand the question,Strongly Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Dualist
11/11/2024 14:52:14,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Strongly agree,Strongly agree,Unsure
